OBJECTID,NB_CODE,LEGEND_DESCRIPTION_1,LEGEND_DESCRIPTION_2,LEXICON_ID,LEXICON_LINK,TECT_BELT,TECT_BELT_CODE,SUPERGROUP,GROUP_SUITE,GROUP_SUITE_CODE,FORMATION_INTRUSION,FORMATION_INTRUSION_CODE,MEMBER_PHASE,MEMBER_CODE,LITHOTYPE,LITHOTYPE_CODE,AGE_FROM_LONG,AGE_FROM_SYMBOL,AGE_FROM_CODE,AGE_TO_LONG,AGE_TO_SYMBOL,AGE_TO_CODE,UNIT_LABEL_SYMBOLIZED,UNIT_LABEL_COMMON,GROUP_LABEL_SYMBOLIZED,GROUP_LABEL_COMMON,AGE_CODE
1012,BMF-mc,"Reddish brown mudstone and minor sandstone with intervals of pink, coarse-grained, feldspathic sandstone and pebble to cobble conglomerate.",,1972,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1972,Maritimes Basin,Mar,none,Horton Group,HR,Bloomfield Formation,BMF,none,,medium-grained clastic sedimentary rocks,mc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤BMFmc,Ms-Cb-BMF-mc,¨¤HR,DvCb-HR,
1013,BMB-fv,"Brown to pink, massive, very fine-grained felsite consisting of quartz, albite and K-feldspar cut by quartz and albite veinlets",,41,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=41,Caledonia,Cal,none,none,,Bloomsbury Mountain Formation,BMB,none,,felsic flows,fv,Early Silurian,EÂ,E-Sl,Early Devonian,E¨,E-Dv,ÂBMBfv,Sl-BMB-fv,Â¨BMB,SlDv-BMB,
1014,BMT-ii,"Grey, medium-grained pophyritic biotite-plagioclase granodiorite.",,2027,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2027,Tobique-Chaleur,Tob,none,none,,Blue Mountain Granodiorite,BMT,none,,intermediate intrusive rocks,ii,Early Devonian,E¨,E-Dv,Early Devonian,E¨,E-Dv,¨BMTii,Dv-BMT-ii,¨BMT,Dv-BMT,
1015,BLB-fi,"Pink to pale orange, coarse-grained granite, mainly deformed to protomylonite with feldspar augen.",,42,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=42,Caledonia,Cal,none,Point Wolfe River Plutonic Suite,PW,Blueberry Hill Granite,BLB,none,,felsic intrusive rocks,fi,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªBLBfi,Ed-BLB-fi,ªPW,Ed-PW,
1016,BCB-fia,"Greyish pink, medium-grained, hornblende monzogranite.",,43,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=43,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Bocabec Gabbro,BCB,a,,felsic intrusive rocks,fi,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBCBfia,Sl-BCB-fia,Â¨SG,SlDv-SG,
1017,BCB-fib,"Red, fine- to medium-grained, biotite syenogranite.",,43,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=43,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Bocabec Gabbro,BCB,b,,felsic intrusive rocks,fi,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBCBfib,Sl-BCB-fib,Â¨SG,SlDv-SG,
1018,BCB-fic,"Pink, medium- to coarse-grained rapakivi syenogranite.",,43,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=43,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Bocabec Gabbro,BCB,c,,felsic intrusive rocks,fi,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBCBfic,Sl-BCB-fic,Â¨SG,SlDv-SG,
1019,BCB-ii,"Grey to greyish pink, fine- to medium-grained, hornblende and biotite-hornblende granodiorite containing abundant inclusions of gabbro.",,43,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=43,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Bocabec Gabbro,BCB,none,,intermediate intrusive rocks,ii,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBCBii,Sl-BCB-ii,Â¨SG,SlDv-SG,
1020,BCB-mi,"Dark greyish green, medium- to coarse-grained olivine gabbro, ophitic gabbro and diorite, tonalite; minor layered gabbro and gabbroic pegmatite.",,43,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=43,Late Silurian-Late Devonian Intrusions,Sdi,none,Saint George Plutonic Suite,SG,Bocabec Gabbro,BCB,none,,mafic intrusive rocks,mi,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBCBmi,Sl-BCB-mi,Â¨SG,SlDv-SG,
1021,BGN-ii,"Light grey, medium-grained, equigranular, hornblende-biotite and biotite granodiorite.",,44,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=44,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Bogan Brook Granodiorite,BGN,none,,intermediate intrusive rocks,ii,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBGNii,Sl-BGN-ii,ÂBGN,Sl-BGN,
1022,BND-mc,"Dark grey, thin- to thick-bedded, noncalcareous siltstone interbedded with medium grey, thin-bedded, weakly calcareous, fine-grained sandstone. Minor immature, polymictic conglomerate near the base of the unit.",,46,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=46,Kedgwick,Ked,none,Grog Brook Group,GB,Boland Brook Formation,BND,none,,medium-grained clastic sedimentary rocks,mc,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µBNDmc,Od-BND-mc,µGB,Od-GB,
1023,BND-PB,"Mainly brownish grey to greenish grey, fine- to very coarse-grained lithic sandstone,  wacke,  and polymictic pebble conglomerate.",,46,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=46,Kedgwick,Ked,none,Grog Brook Group,GB,Boland Brook Formation,BND,Pat Brook Member,PB,none,,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µBND-PB,Od-BND-PB,µGB,Od-GB,
1024,BND-RB,"Dark grey to black, thin-bedded, locally pyritic, carbonaceous shale and siltstone.",,46,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=46,Kedgwick,Ked,none,Grog Brook Group,GB,Boland Brook Formation,BND,Ritchie Brook Member,RB,none,,Late Ordovician,Lµ,L-Od,Late Ordovician,Lµ,L-Od,µBND-RB,Od-BND-RB,µGB,Od-GB,
1025,BNV-cc,"Reddish-brown to grey, polymictic pebble conglomerate, coarse-grained sandstone, and shale.",,47,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=47,Tobique-Chaleur,Tob,none,Percé Group,PC,Bonaventure Formation,BNV,none,,coarse-grained clastic sedimentary rocks,cc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤BNVcc,Ms-Cb-BNV-cc,²¤PC,Ms-Cb-PC,
1026,BNN-fia,"Pink to grey, fine-grained subvolcanic spherulitic rhyolite with plagioclase microphenocrysts",,48,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=48,Caledonia,Cal,none,none,,Bonnell Brook Granite,BNN,a,,felsic intrusive rocks,fi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBNNfia,Ed-BNN-fia,ªBNN,Ed-BNN,
1027,BNN-fib,"Pink to grey, fine-grained granophyric granite",,48,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=48,Caledonia,Cal,none,none,,Bonnell Brook Granite,BNN,b,,felsic intrusive rocks,fi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBNNfib,Ed-BNN-fib,ªBNN,Ed-BNN,
1028,BNN-fic,"Pink to orange and grey, medium-grained, equigranular to subporphyritic syenogranite to monzogranite, minor fine-grained diorite and granodiorite",,48,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=48,Caledonia,Cal,none,none,,Bonnell Brook Granite,BNN,c,,felsic intrusive rocks,fi,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBNNfic,Ed-BNN-fic,ªBNN,Ed-BNN,
1029,BNN-ii,"Grey, fine- to medium-grained diorite to quartz diorite",,48,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=48,Caledonia,Cal,none,none,,Bonnell Brook Granite,BNN,none,,intermediate intrusive rocks,ii,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBNNii,Ed-BNN-ii,ªBNN,Ed-BNN,
1030,BSS-cc,"Yellow-brown weathered, grey, mature quartz-pebble-rich conglomerate; fine- to medium-grained sandstone and quartz-pebble sandstone; grey to olive green, very fine-grained, ripple-laminated sandstone and siltstone; ","minor quartzose grit and intraformational mudstone-clast conglomerate; minor dark grey mudstone; coalified plant material locally abundant.",49,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=49,Maritimes Basin,Mar,none,Cumberland Group,CM,Boss Point Formation,BSS,none,,coarse-grained clastic sedimentary rocks,cc,Pennsylvanian - Carboniferous,º¤,Pn-Cb,Pennsylvanian - Carboniferous,º¤,Pn-Cb,º¤BSScc,Pn-Cb-BSS-cc,º¤CM,Pn-Cb-CM,
1031,BSS-fc,"Maroon or red-brown (locally grey), very fine- to medium-grained, ripple-laminated and cross-bedded sandstone; red-brown mudstone and siltstone commonly with calcrete nodules; ","minor red-brown, rounded and competent clast (granule to pebble) sandstone and conglomerate; rare buff to mottled buff, red-brown and grey-green calcareous and siliceous paleosols.",49,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=49,Maritimes Basin,Mar,none,Cumberland Group,CM,Boss Point Formation,BSS,none,,fine-grained clastic sedimentary rocks,fc,Pennsylvanian - Carboniferous,º¤,Pn-Cb,Pennsylvanian - Carboniferous,º¤,Pn-Cb,º¤BSSfc,Pn-Cb-BSS-fc,º¤CM,Pn-Cb-CM,
1032,BSS-mc,"Buff and pinkish grey, fine- to coarse-grained and pebbly, feldspathic quartzose arenite, and minor rounded and competent clast (granule to pebble) conglomerate with locally abundant coalified plants and pyrite nodules; ","blue-grey, brownish red and maroon mudstone and siltstone; maroon, mottled very fine grained sandstone and siltstone with locally siliceous paleosols.",49,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=49,Maritimes Basin,Mar,none,Cumberland Group,CM,Boss Point Formation,BSS,none,,medium-grained clastic sedimentary rocks,mc,Pennsylvanian - Carboniferous,º¤,Pn-Cb,Pennsylvanian - Carboniferous,º¤,Pn-Cb,º¤BSSmc,Pn-Cb-BSS-mc,º¤CM,Pn-Cb-CM,
1033,BCH-CB,"Dark green to dark greyish green, alkalic pillow basalt and hyaloclastite; local intercalated chert and limestone.",,50,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=50,Miramichi North,Mmn,Bathurst Supergroup,California Lake Group,CL,Boucher Brook Formation,BCH,Camel Back Member,CB,none,,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µBCH-CB,Od-BCH-CB,µCL,Od-CL,
1034,BCH-c,"Dark grey, thin-bedded shale and siltstone; minor feldspathic sandstone and siltstone, and rare alkalic basalt.",,50,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=50,Miramichi North,Mmn,Bathurst Supergroup,California Lake Group,CL,Boucher Brook Formation,BCH,none,,clastic sedimentary rocks,c,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µBCHc,Od-BCH-c,µCL,Od-CL,
1035,BCH-fv,Reddish brown to greyish green peralkaline felsic volcanic rock (comendite and trachyandesite).,,50,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=50,Miramichi North,Mmn,Bathurst Supergroup,California Lake Group,CL,Boucher Brook Formation,BCH,none,,felsic flows,fv,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µBCHfv,Od-BCH-fv,µCL,Od-CL,
1036,BCH-mn,"Reddish maroon, thin-bedded, manganiferous siltstone and chert",,50,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=50,Miramichi North,Mmn,Bathurst Supergroup,California Lake Group,CL,Boucher Brook Formation,BCH,none,,red manganiferous shale,mn,Middle Ordovician,Mµ,M-Od,Late Ordovician,Lµ,L-Od,µBCHmn,Od-BCH-mn,µCL,Od-CL,
1037,BRD-fi,"Pink to grey, fine- to medium-grained granophyric granite and albitized granite, and minor grey to black, medium- to coarse-grained monzodiorite and diorite; locally abundant amphibolite dykes.",,51,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=51,Kingston,Ktn,none,none,,Bradley Brook Granite,BRD,none,,felsic intrusive rocks,fi,Early Silurian,EÂ,E-Sl,Early Silurian,EÂ,E-Sl,ÂBRDfi,Sl-BRD-fi,ÂBRD,Sl-BRD,
1038,BRG-cc,"Red-brown and grey, granule to boulder polymictic (abundant granitoid clasts) conglomerate; red-brown to grey, fine-grained to granular, lenticular to parallel-bedded, rarely cross-bedded sandstone; ","minor red-brown and grey mudstone; trace light to medium grey, highly indurated, quartzose feldspathic arenite; trace carbonate nodular mudstone and buff, hard, aphanitic silcrete.",1977,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1977,Maritimes Basin,Mar,none,Sussex Group,SX,Briggs Cross Formation,BRG,none,,coarse-grained clastic sedimentary rocks,cc,Mississippian - Carboniferous,²¤,Ms-Cb,Mississippian - Carboniferous,²¤,Ms-Cb,²¤BRGcc,Ms-Cb-BRG-cc,²¤SX,Ms-Cb-SX,
1039,BRH-fc,"Dark grey to black, laminated, silty mudstone interstratified with black, highly carbonaceous and pyritiferous shale, and minor thin-bedded light greyish brown fine-grained sandstone.",,52,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=52,Miramichi South,Mms,none,Woodstock Group,WD,Bright Eye Brook Formation,BRH,none,,fine-grained clastic sedimentary rocks,fc,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µBRHfc,Od-BRH-fc,£µWD,CmOd-WD,
1040,BRK-gn,"Dark grey to pinkish grey, fine- to medium-grained, banded and locally migmatitic paragneiss with minor calc-silicate, marble and quartzite layers; ","grey, medium-grained granodioritic to tonalitic orthogneiss with locally abundant biotite schlieren and amphibolite.",54,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=54,Brookville,Bro,none,none,,Brookville Gneiss,BRK,none,,gneiss,gn,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªBRKgn,Ed-BRK-gn,ªBRK,Ed-BRK,
1041,BRW-mv,"Grey to green basalt flows, columnar-jointed sills, and basaltic lithic tuff; minor red siltstone.",,55,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=55,New River,New,none,Belleisle Bay Group,BB,Browns Flat Formation,BRW,none,,mafic flows,mv,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªBRWmv,Ed-BRW-mv,ª£BB,EdCm-BB,
1042,BRW-vs,"Grey-green to maroon basalt, mafic tuff and fragmental rocks; minor light green siliceous siltstone, and maroon and green very fine-grained sandstone.",,55,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=55,New River,New,none,Belleisle Bay Group,BB,Browns Flat Formation,BRW,none,,mixed volcanic and sedimentary rocks,vs,Late Ediacaran,Lª,L-Ed,Early Cambrian,E£,E-Cm,ªBRWvs,Ed-BRW-vs,ª£BB,EdCm-BB,
1043,BRL-mv,"Green, epidotized and chloritized basaltic and andesitic flows, commonly containing amygdules; minor plagioclase porphyry and green dacite sheets",,56,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=56,Caledonia,Cal,none,Coldbrook Group,CB,Browns Lake Formation,BRL,none,,mafic flows,mv,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBRLmv,Ed-BRL-mv,ª£CB,EdCm-CB,
1044,BRY-cc,"Greyish-green to maroon, volcaniclastic conglomerate.",,57,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=57,Tobique-Chaleur,Tob,none,Dickie Cove Group,DC,Bryant Point Formation,BRY,none,,coarse-grained clastic sedimentary rocks,cc,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBRYcc,Sl-BRY-cc,ÂDC,Sl-DC,
1045,BRY-fv,"Pink to maroon, flow-banded rhyolite and rhyolite breccia.",,57,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=57,Tobique-Chaleur,Tob,none,Dickie Cove Group,DC,Bryant Point Formation,BRY,none,,felsic flows,fv,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBRYfv,Sl-BRY-fv,ÂDC,Sl-DC,
1046,BRY-mv,"Dark greenish-grey to maroon, massive to amygdaloidal, locally coarse pophyritic basalt.",,57,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=57,Tobique-Chaleur,Tob,none,Dickie Cove Group,DC,Bryant Point Formation,BRY,none,,mafic flows,mv,Late Silurian,LÂ,L-Sl,Late Silurian,LÂ,L-Sl,ÂBRYmv,Sl-BRY-mv,ÂDC,Sl-DC,
1047,BMC-mt,"Green and maroon, fine to coarse, mafic pyroclastic rocks and pillow basalt; minor red to purple mudstone, thin bedded sandstone and red limestone at the base.",,2009,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=2009 ,Saint John,Sjn,none,Saint John Group,SJ,Buckmans Creek Formation,BMC,none,,mafic tuff,mt,Early Cambrian,E£,E-Cm,Middle Cambrian,M£,M-Cm,£BMCmt,Cm-BMC-mt,£µSJ,CmOd-SJ,
1048,BMH-fi,"Brown to pink, quartz porphyry and feldspar-quartz porphyry with abundant diabase xenoliths.",,1995,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=1995,Annidale,Ann,none,none,,Bull Moose Hill Porphyry,BMH,none,,felsic intrusive rocks,fi,Middle  Ordovician,Mµ,M-Od,Middle  Ordovician,Mµ,M-Od,µBMHfi,Od-BMH-fi,µBMH,Od-BMH,
1049,BLY-vs,"Amygdaloidal basalt flows interlayered with red to brownish red rhyolite; minor red conglomerate and sandstone.",,60,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=60,Caledonia,Cal,none,Coldbrook Group,CB,Burley Lake Formation,BLY,none,,mixed volcanic and sedimentary rocks,vs,Late Ediacaran,Lª,L-Ed,Late Ediacaran,Lª,L-Ed,ªBLYvs,Ed-BLY-vs,ª£CB,EdCm-CB,
1050,BRT-fia,"Pink to red, coarse-grained, seriate, biotite granite.",,61,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=61,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Burnthill Granite,BRT,a,,felsic intrusive rocks,fi,Middle Devonian,M¨,M-Dv,Middle Devonian,M¨,M-Dv,¨BRTfia,Dv-BRT-fia,¨BRT,Dv-BRT,
1051,BRT-fib,"Pink to red, medium- to fine-grained, equigranular, biotite granite.",,61,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=61,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Burnthill Granite,BRT,b,,felsic intrusive rocks,fi,Middle Devonian,M¨,M-Dv,Middle Devonian,M¨,M-Dv,¨BRTfib,Dv-BRT-fib,¨BRT,Dv-BRT,
1052,BRT-fic,"Pink to red, porphyritic microgranite, granophyre, aplite and pegmatite.",,61,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=61,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Burnthill Granite,BRT,c,,felsic intrusive rocks,fi,Middle Devonian,M¨,M-Dv,Middle Devonian,M¨,M-Dv,¨BRTfic,Dv-BRT-fic,¨BRT,Dv-BRT,
1053,BRC-mc,"Grey, medium- to thick-bedded, fine- to medium-grained, lithic wacke interstratified with dark grey, laminated, locally graptolite-bearing, siltstone and light to dark grey shale.",,62,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=62,Kingsclear,Kcr,none,Kingsclear Group,KC,Burtts Corner Formation,BRC,none,,medium-grained clastic sedimentary rocks,mc,Early Silurian,EÂ,E-Sl,Late Silurian,LÂ,L-Sl,ÂBRCmc,Sl-BRC-mc,ÂKC,Sl-KC,
1054,BTT-fi,"Pink to red, coarse-grained, porhyritic to equigranular, biotite granite.",,63,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=63,Late Silurian-Late Devonian Intrusions,Sdi,none,none,,Buttermilk Brook Granite,BTT,none,,felsic intrusive rocks,fi,Late Devonian,L¨,L-Dv,Late Devonian,L¨,L-Dv,¨BTTfi,Dv-BTT-fi,¨BTT,Dv-BTT,
1055,CLS-fc,Dark grey and black carbonaceous shale and siltstone.,,64,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=64,St. Croix,Scx,none,Cookson Group,CK,Calais Formation,CLS,none,,fine-grained clastic sedimentary rocks,fc,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µCLSfc,Od-CLS-fc,£µCK,CmOd-CK,
1056,CLS-mv,"Dark greyish green, spilitic mafic volcanic rocks.",,64,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=64,St. Croix,Scx,none,Cookson Group,CK,Calais Formation,CLS,none,,mafic flows,mv,Early Ordovician,Eµ,E-Od,Early Ordovician,Eµ,E-Od,µCLSmv,Od-CLS-mv,£µCK,CmOd-CK,
1057,CLD-ii,"Grey to pink,  medium-grained, inequigranular biotite-hornblende granodiorite with subporphyritic plagioclase. ",,65,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=65,Caledonia,Cal,none,none,,Caledonia Brook Granodiorite,CLD,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªCLDii,Ed-CLD-ii,ªCLD,Ed-CLD,
1058,CLM-mi,"Dark grey to black, medium- to coarse-grained, inequigranular gabbro; locally with cumulate layering.",,66,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=66,Caledonia,Cal,none,none,,Caledonia Mountain Gabbro,CLM,none,,mafic intrusive rocks,mi,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªCLMmi,Ed-CLM-mi,ªCLM,Ed-CLM,
1059,CLN-ii,"Medium-grained quartz diorite, tonalite, granodiorite, and medium- to coarse-grained leucogranite; locally intensely deformed to protomylonitic.",,67,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=67,Caledonia,Cal,none,none,,Caledonia Road Granitoids,CLN,none,,intermediate intrusive rocks,ii,Early Ediacaran,Eª,E-Ed,Early Ediacaran,Eª,E-Ed,ªCLNii,Ed-CLN-ii,ªCLN,Ed-CLN,
1060,Ann-Cm-mi,Gabbro and diabase.,,,,Annidale,Ann,none,none,,none,,none,,mafic intrusive rocks,mi,Cambrian,£,Cm,Cambrian,£,Cm,£mi,Cm-mi,£mi,Cm-mi,
1061,New-CmOd-ii,"Red to grey, fine-grained, equigranular plagiogranite and porphyritic felsite.",,,,New River,New,none,none,,none,,none,,intermediate intrusive rocks,ii,Cambrian,£,Cm,Ordovician,µ,Od,£µii,CmOd-ii,£µii,CmOd-ii,
1062,CMR-cc,"Polymictic conglomerate, red to purple or maroon sandstone and siltstone.",,69,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=69,Tobique-Chaleur,Tob,none,Tobique Group,TB,Cameron Mountain Formation,CMR,none,,coarse-grained clastic sedimentary rocks,cc,Late Silurian,LÂ,L-Sl,Early Devonian,E¨,E-Dv,ÂCMRcc,Sl-CMR-cc,Â¨TB,SlDv-TB,
1063,CMR-fv,"Pink to reddish-brown, felsic lapilli tuff with pink to light grey quartz-feldspar porphyry and flow-banded rhyolite; minor felsic agglomerate.",,69,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=69,Tobique-Chaleur,Tob,none,Tobique Group,TB,Cameron Mountain Formation,CMR,none,,felsic flows,fv,Late Silurian,LÂ,L-Sl,Early Devonian,E¨,E-Dv,ÂCMRfv,Sl-CMR-fv,Â¨TB,SlDv-TB,
1064,CMR-fc,Green to grey calcareous siltstone and slate interbedded with lithic wacke and polymictic conglomerate.,,69,http://dnr-mrn.gnb.ca/Lexicon/Lexicon/Lexicon_View_For_Mineral_Occurrence.aspx?LEXICON_ID=69,Tobique-Chaleur,Tob,none,Tobique Group,TB,Cameron Mountain Formation,CMR,none,,fine-grained clastic sedimentary rocks,fc,Late Silurian,LÂ,L-Sl,Early Devonian,E¨,E-Dv,ÂCMRfc,Sl-CMR-fc,Â¨TB,SlDv-TB,
